epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,502.193,0.55909,0.46372,1.09288,0.99612,0.97778,0.97634,0.73254,0.78231,0.38358,1.62259,0.000999871,0.000999871,0.000999871
184,504.861,0.5162,0.47242,1.03785,0.99658,0.97778,0.97587,0.72257,0.79297,0.37722,1.63172,0.000997513,0.000997513,0.000997513
185,507.535,0.55151,0.4782,1.07,0.99672,0.97778,0.97556,0.73164,0.7721,0.36829,1.59036,0.000995156,0.000995156,0.000995156
186,510.145,0.5144,0.4677,1.05029,0.99533,0.97778,0.97521,0.7362,0.76091,0.37149,1.55678,0.000992798,0.000992798,0.000992798
187,512.747,0.58135,0.51672,1.08127,0.99291,0.97778,0.97519,0.73327,0.81307,0.4416,1.60979,0.00099044,0.00099044,0.00099044
188,515.357,0.50748,0.45206,1.03682,0.98997,0.97778,0.9754,0.74884,0.80374,0.42519,1.62356,0.000988082,0.000988082,0.000988082
189,517.885,0.4967,0.45615,1.05948,0.99177,0.97778,0.97579,0.75791,0.73186,0.37465,1.5942,0.000985724,0.000985724,0.000985724
190,520.502,0.55034,0.51811,1.0599,0.99178,0.97778,0.97593,0.76507,0.68391,0.34419,1.56409,0.000983366,0.000983366,0.000983366
191,523.109,0.53838,0.45145,1.06802,0.99197,0.97567,0.97644,0.77833,0.66491,0.32242,1.5496,0.000981008,0.000981008,0.000981008
192,525.711,0.53617,0.44969,1.0526,0.99387,0.97778,0.97663,0.76589,0.70918,0.33932,1.55911,0.000978651,0.000978651,0.000978651
193,528.411,0.54068,0.45955,1.07999,0.99645,0.97778,0.9764,0.7146,0.76431,0.39044,1.63554,0.000976293,0.000976293,0.000976293
194,530.997,0.53267,0.49687,1.05115,0.99564,0.97778,0.9758,0.72252,0.73883,0.37252,1.61973,0.000973935,0.000973935,0.000973935
195,533.665,0.51683,0.48954,1.05669,0.99409,0.97778,0.9756,0.74433,0.74468,0.42404,1.60076,0.000971577,0.000971577,0.000971577
196,536.266,0.53031,0.48235,1.06407,0.99166,0.97778,0.97582,0.74482,0.76497,0.41277,1.62634,0.000969219,0.000969219,0.000969219
197,538.878,0.55279,0.46518,1.02689,0.99575,0.97778,0.97586,0.75259,0.75292,0.42202,1.64508,0.000966861,0.000966861,0.000966861
198,541.579,0.52168,0.49161,1.06516,0.99664,0.97778,0.97555,0.73464,0.73546,0.39727,1.62344,0.000964504,0.000964504,0.000964504
199,544.211,0.53875,0.48905,1.04948,0.99621,0.97778,0.97581,0.7493,0.76833,0.36372,1.65828,0.000962146,0.000962146,0.000962146
200,546.802,0.55352,0.47836,1.07713,0.99436,0.97778,0.97641,0.75761,0.79869,0.40909,1.68913,0.000959788,0.000959788,0.000959788
201,549.449,0.51487,0.46245,1.03402,0.98649,0.97074,0.97613,0.7566,0.754,0.43461,1.58288,0.00095743,0.00095743,0.00095743
202,552.008,0.50666,0.45314,1.03454,0.99527,0.94596,0.97285,0.76785,0.73638,0.48187,1.52765,0.000955072,0.000955072,0.000955072
203,554.587,0.49599,0.45428,1.03904,0.97841,0.97045,0.97596,0.78662,0.65857,0.39446,1.47599,0.000952714,0.000952714,0.000952714
204,557.143,0.525,0.47699,1.0026,0.99247,0.9523,0.97584,0.78885,0.64855,0.4194,1.48318,0.000950356,0.000950356,0.000950356
205,559.833,0.5687,0.53235,1.07197,0.99266,0.95177,0.97608,0.77861,0.65651,0.43559,1.48965,0.000947999,0.000947999,0.000947999
206,562.424,0.54533,0.46603,1.06255,0.96838,0.95526,0.97417,0.76933,0.68985,0.44024,1.4871,0.000945641,0.000945641,0.000945641
207,565.068,0.54256,0.49296,1.05063,0.9972,0.95499,0.97564,0.78649,0.7068,0.40952,1.49609,0.000943283,0.000943283,0.000943283
208,567.635,0.5205,0.48256,1.04074,0.99415,0.975,0.97671,0.77376,0.71473,0.39276,1.52722,0.000940925,0.000940925,0.000940925
209,570.243,0.51793,0.45601,1.0426,0.99674,0.97778,0.97667,0.7861,0.70636,0.38608,1.51285,0.000938567,0.000938567,0.000938567
210,572.893,0.46778,0.43395,1.01239,0.99546,0.97778,0.97723,0.78905,0.68998,0.36861,1.53722,0.000936209,0.000936209,0.000936209
211,575.546,0.44193,0.3871,0.99144,0.99549,0.97778,0.97704,0.78082,0.71176,0.35594,1.59416,0.000933851,0.000933851,0.000933851
212,578.074,0.49016,0.4629,1.03192,0.99568,0.97778,0.97686,0.78461,0.71724,0.35905,1.57984,0.000931494,0.000931494,0.000931494
213,580.657,0.50479,0.42757,1.02342,0.99529,0.97778,0.97663,0.76598,0.69788,0.36236,1.55725,0.000929136,0.000929136,0.000929136
214,583.251,0.51352,0.46245,1.03386,0.99494,0.96923,0.97597,0.76108,0.71759,0.38434,1.55623,0.000926778,0.000926778,0.000926778
215,585.893,0.48734,0.44828,1.02507,0.98561,0.9719,0.9764,0.76223,0.69323,0.43808,1.54904,0.00092442,0.00092442,0.00092442
216,588.502,0.50014,0.43425,1.03794,0.97199,0.97778,0.97701,0.7616,0.69982,0.42732,1.55724,0.000922062,0.000922062,0.000922062
217,591.113,0.5016,0.46339,1.03568,0.97626,0.97655,0.97626,0.75347,0.69741,0.40089,1.52473,0.000919704,0.000919704,0.000919704
218,593.732,0.51898,0.45587,1.05706,0.9867,0.97778,0.97574,0.77511,0.6718,0.37703,1.46067,0.000917347,0.000917347,0.000917347
219,596.449,0.52102,0.44936,1.05472,0.99624,0.97778,0.97572,0.77133,0.65911,0.33813,1.47704,0.000914989,0.000914989,0.000914989
220,599.05,0.46762,0.42287,1.00017,0.9957,0.97778,0.97696,0.772,0.665,0.33584,1.50084,0.000912631,0.000912631,0.000912631
221,601.722,0.51789,0.43257,1.04185,0.99504,0.97778,0.97813,0.78668,0.68118,0.37749,1.51242,0.000910273,0.000910273,0.000910273
222,604.231,0.49497,0.44956,1.03053,0.99609,0.97778,0.97673,0.78775,0.69173,0.41211,1.51469,0.000907915,0.000907915,0.000907915
223,606.839,0.46087,0.43163,1.02232,0.99584,0.97778,0.9763,0.77076,0.69978,0.38589,1.52339,0.000905557,0.000905557,0.000905557
224,609.485,0.51839,0.45075,1.02022,0.99487,0.97778,0.97704,0.7789,0.72293,0.3912,1.55819,0.000903199,0.000903199,0.000903199
225,612.062,0.53872,0.4329,1.06294,0.99317,0.97778,0.97652,0.78389,0.6928,0.36355,1.51382,0.000900842,0.000900842,0.000900842
226,614.692,0.51044,0.43619,1.0291,0.99394,0.97778,0.97637,0.78338,0.70115,0.37973,1.51545,0.000898484,0.000898484,0.000898484
227,617.316,0.48719,0.4205,1.01303,0.99594,0.97778,0.97667,0.78399,0.68487,0.32325,1.53554,0.000896126,0.000896126,0.000896126
228,619.92,0.46639,0.40996,1.01325,0.99647,0.97778,0.97611,0.77834,0.69751,0.34533,1.56368,0.000893768,0.000893768,0.000893768
229,622.558,0.46156,0.4261,1.01011,0.99616,0.97778,0.97564,0.77019,0.71921,0.36642,1.55962,0.00089141,0.00089141,0.00089141
230,625.268,0.50277,0.42771,1.0303,0.99645,0.97778,0.97601,0.77259,0.72709,0.39319,1.5605,0.000889052,0.000889052,0.000889052
231,627.872,0.46432,0.39718,1.014,0.9953,0.97778,0.9764,0.77442,0.71242,0.38416,1.54174,0.000886694,0.000886694,0.000886694
232,630.521,0.52473,0.44142,1.03867,0.9899,0.97778,0.97643,0.77929,0.72228,0.3627,1.53192,0.000884337,0.000884337,0.000884337
233,633.08,0.44562,0.40686,1.01317,0.99194,0.97124,0.97656,0.77354,0.72995,0.35802,1.52562,0.000881979,0.000881979,0.000881979
234,635.659,0.46235,0.39065,1.01482,0.99687,0.97778,0.97635,0.77867,0.70623,0.36201,1.53422,0.000879621,0.000879621,0.000879621
235,638.255,0.44894,0.41756,0.99904,0.99648,0.97778,0.97631,0.76791,0.72326,0.38751,1.56935,0.000877263,0.000877263,0.000877263
236,640.88,0.46102,0.38779,0.99749,0.99645,0.97778,0.97684,0.74456,0.72819,0.41504,1.55058,0.000874905,0.000874905,0.000874905
237,643.454,0.50013,0.4332,1.0142,0.99649,0.97778,0.97688,0.75646,0.7137,0.42292,1.55011,0.000872547,0.000872547,0.000872547
238,646.081,0.46988,0.40271,1.01985,0.99549,0.97778,0.9765,0.78202,0.67861,0.39621,1.54246,0.00087019,0.00087019,0.00087019
239,648.764,0.46616,0.38743,1.00199,0.99646,0.97778,0.97643,0.78768,0.67322,0.37943,1.53871,0.000867832,0.000867832,0.000867832
240,651.318,0.46898,0.39907,1.02268,0.99685,0.97598,0.9792,0.77509,0.69642,0.40841,1.54886,0.000865474,0.000865474,0.000865474
241,653.903,0.4865,0.43649,1.01028,0.99349,0.96923,0.9799,0.7923,0.66836,0.38086,1.533,0.000863116,0.000863116,0.000863116
242,656.536,0.50884,0.41192,1.0312,0.98944,0.96923,0.97892,0.78662,0.63293,0.34588,1.53978,0.000860758,0.000860758,0.000860758
243,659.032,0.45034,0.40877,1.01787,0.99108,0.9693,0.97758,0.79524,0.64091,0.31833,1.56313,0.0008584,0.0008584,0.0008584
244,661.601,0.4613,0.40362,1.01124,0.98744,0.9704,0.97749,0.78461,0.69713,0.37975,1.60061,0.000856042,0.000856042,0.000856042
245,664.155,0.45579,0.39772,0.97946,0.98327,0.96969,0.97639,0.76266,0.66092,0.3914,1.55883,0.000853685,0.000853685,0.000853685
246,666.766,0.43752,0.39375,1.00587,0.97618,0.96433,0.97245,0.76562,0.66991,0.4107,1.55414,0.000851327,0.000851327,0.000851327
247,669.384,0.50926,0.43329,1.03914,0.97997,0.96923,0.97121,0.7678,0.68521,0.40291,1.55762,0.000848969,0.000848969,0.000848969
248,671.944,0.4666,0.41406,1.01607,0.98604,0.96968,0.9757,0.76684,0.67812,0.3623,1.56281,0.000846611,0.000846611,0.000846611
249,674.511,0.44664,0.38764,1.00684,0.98781,0.97778,0.97677,0.76277,0.68576,0.32682,1.60369,0.000844253,0.000844253,0.000844253
250,677.13,0.45488,0.41654,1.02065,0.99657,0.97778,0.97707,0.77502,0.67876,0.31735,1.66093,0.000841895,0.000841895,0.000841895
251,679.779,0.42416,0.38489,1.00395,0.99704,0.97778,0.9792,0.74108,0.73,0.32873,1.69695,0.000839537,0.000839537,0.000839537
252,682.37,0.45132,0.40693,0.99701,0.99653,0.97778,0.9792,0.75451,0.73252,0.34483,1.64888,0.00083718,0.00083718,0.00083718
253,684.973,0.43592,0.38757,1.00695,0.99623,0.97778,0.97868,0.74337,0.75755,0.35766,1.66175,0.000834822,0.000834822,0.000834822
254,687.547,0.44951,0.38474,1.01432,0.99578,0.97778,0.97704,0.736,0.7905,0.40855,1.70155,0.000832464,0.000832464,0.000832464
255,690.159,0.44997,0.3676,1.00665,0.98807,0.97778,0.97673,0.74883,0.7507,0.40264,1.62129,0.000830106,0.000830106,0.000830106
256,692.788,0.44438,0.40387,0.97903,0.99051,0.97778,0.97608,0.74074,0.72523,0.3918,1.583,0.000827748,0.000827748,0.000827748
257,695.373,0.45969,0.38355,1.01582,0.99425,0.97778,0.97605,0.74619,0.72963,0.39564,1.56594,0.00082539,0.00082539,0.00082539
258,697.992,0.45282,0.38928,1.01526,0.99406,0.97778,0.97671,0.73561,0.73046,0.38177,1.55681,0.000823033,0.000823033,0.000823033
259,700.599,0.50158,0.40391,1.03173,0.99469,0.97778,0.97696,0.74655,0.71709,0.37112,1.54844,0.000820675,0.000820675,0.000820675
260,703.162,0.47025,0.35154,1.02569,0.99506,0.97778,0.97662,0.75536,0.68595,0.36582,1.52169,0.000818317,0.000818317,0.000818317
261,705.773,0.45993,0.369,1.02706,0.99574,0.97778,0.97617,0.76477,0.69536,0.39765,1.53473,0.000815959,0.000815959,0.000815959
262,708.363,0.43425,0.35668,0.98849,0.99642,0.97778,0.97595,0.76342,0.70004,0.37251,1.56148,0.000813601,0.000813601,0.000813601
263,710.938,0.42966,0.40115,0.99615,0.99696,0.97778,0.97601,0.76467,0.69771,0.35536,1.59619,0.000811243,0.000811243,0.000811243
264,713.563,0.4329,0.38383,1.00738,0.99652,0.97778,0.97606,0.75977,0.67635,0.34002,1.5819,0.000808885,0.000808885,0.000808885
265,716.192,0.48914,0.43771,1.02723,0.99589,0.97778,0.9765,0.77745,0.66917,0.36221,1.58379,0.000806528,0.000806528,0.000806528
266,718.769,0.4998,0.39073,1.03544,0.99552,0.97778,0.97713,0.75813,0.69353,0.34847,1.5932,0.00080417,0.00080417,0.00080417
267,721.317,0.4771,0.43374,1.01777,0.99587,0.97778,0.97663,0.74569,0.74218,0.40688,1.63474,0.000801812,0.000801812,0.000801812
268,723.929,0.44911,0.3944,1.00435,0.99622,0.97778,0.97806,0.75402,0.73764,0.40077,1.69894,0.000799454,0.000799454,0.000799454
269,726.445,0.4539,0.39325,0.98728,0.9962,0.97778,0.97794,0.76204,0.75123,0.45711,1.72783,0.000797096,0.000797096,0.000797096
270,729.073,0.45663,0.40498,0.98837,0.99655,0.97778,0.97753,0.75054,0.78402,0.44025,1.70899,0.000794738,0.000794738,0.000794738
271,731.651,0.44689,0.38962,0.99927,0.997,0.97778,0.97749,0.74793,0.80202,0.41654,1.70052,0.00079238,0.00079238,0.00079238
272,734.199,0.4149,0.38881,0.98275,0.99567,0.97778,0.97696,0.76492,0.81811,0.41555,1.72299,0.000790023,0.000790023,0.000790023
273,736.799,0.45341,0.40432,1.00394,0.99574,0.97778,0.9771,0.74331,0.82704,0.42256,1.71969,0.000787665,0.000787665,0.000787665
274,739.467,0.44732,0.36749,0.98224,0.99546,0.97778,0.97699,0.74317,0.80778,0.43262,1.69886,0.000785307,0.000785307,0.000785307
275,742.034,0.48697,0.41608,1.0309,0.99657,0.97778,0.97707,0.7451,0.78285,0.44118,1.67414,0.000782949,0.000782949,0.000782949
276,744.663,0.42757,0.39561,0.9972,0.99694,0.97778,0.97897,0.74966,0.74805,0.40467,1.61898,0.000780591,0.000780591,0.000780591
277,747.233,0.44633,0.42375,1.02947,0.99702,0.97778,0.97834,0.76424,0.71736,0.38788,1.59566,0.000778233,0.000778233,0.000778233
278,749.901,0.45577,0.39563,1.03261,0.99516,0.97778,0.97788,0.77038,0.69603,0.44054,1.58004,0.000775876,0.000775876,0.000775876
279,752.55,0.42888,0.39341,1.00969,0.99629,0.97778,0.9782,0.79051,0.66069,0.39759,1.55497,0.000773518,0.000773518,0.000773518
280,755.159,0.41541,0.39227,0.98846,0.9962,0.97778,0.97777,0.77215,0.67538,0.40153,1.55429,0.00077116,0.00077116,0.00077116
281,757.762,0.42877,0.36122,0.9914,0.99718,0.97778,0.9782,0.77577,0.65972,0.3533,1.53922,0.000768802,0.000768802,0.000768802
282,760.347,0.4706,0.40714,1.0322,0.99687,0.97778,0.9782,0.78252,0.67238,0.3422,1.57162,0.000766444,0.000766444,0.000766444
283,762.877,0.47488,0.41488,1.06066,0.99628,0.97778,0.978,0.77608,0.7045,0.37024,1.63194,0.000764086,0.000764086,0.000764086
284,765.497,0.44946,0.3592,1.0104,0.99602,0.97778,0.97662,0.76573,0.70281,0.3549,1.62109,0.000761728,0.000761728,0.000761728
285,768.155,0.46559,0.36613,1.00259,0.99575,0.97778,0.97611,0.77251,0.6816,0.35717,1.58392,0.000759371,0.000759371,0.000759371
286,770.711,0.46598,0.40295,0.99695,0.99396,0.97778,0.97601,0.77556,0.66005,0.37215,1.55693,0.000757013,0.000757013,0.000757013
287,773.333,0.39996,0.35092,0.98433,0.98536,0.97778,0.9762,0.77724,0.66379,0.38859,1.51025,0.000754655,0.000754655,0.000754655
288,775.953,0.41195,0.36051,0.99348,0.9957,0.97778,0.97617,0.76303,0.67074,0.38385,1.5037,0.000752297,0.000752297,0.000752297
289,778.635,0.41934,0.36256,1.00372,0.9968,0.97778,0.9762,0.76759,0.66302,0.37535,1.49443,0.000749939,0.000749939,0.000749939
290,781.231,0.4505,0.39725,1.02376,0.99693,0.97778,0.97763,0.76638,0.6617,0.39194,1.51131,0.000747581,0.000747581,0.000747581
291,783.842,0.43465,0.37041,0.98499,0.99658,0.97778,0.97868,0.76801,0.67974,0.39157,1.55679,0.000745223,0.000745223,0.000745223
292,786.5,0.4496,0.38072,0.98121,0.99639,0.97778,0.97719,0.76858,0.68063,0.35474,1.574,0.000742866,0.000742866,0.000742866
293,789.121,0.42881,0.39442,0.99734,0.99648,0.97778,0.97607,0.78357,0.71339,0.35021,1.60544,0.000740508,0.000740508,0.000740508
294,791.743,0.42104,0.34737,0.974,0.9964,0.97778,0.9756,0.77526,0.72354,0.35581,1.61401,0.00073815,0.00073815,0.00073815
295,794.311,0.39797,0.35456,0.97057,0.99567,0.97778,0.97677,0.77546,0.72695,0.37487,1.60768,0.000735792,0.000735792,0.000735792
296,796.949,0.43452,0.35939,1.00177,0.99453,0.97778,0.97758,0.76558,0.72757,0.37598,1.60567,0.000733434,0.000733434,0.000733434
297,799.526,0.43944,0.35573,1.00568,0.98111,0.97778,0.97745,0.77278,0.68327,0.34986,1.55689,0.000731076,0.000731076,0.000731076
298,802.123,0.41475,0.35155,0.97187,0.99138,0.9453,0.97688,0.77087,0.6608,0.34813,1.55382,0.000728719,0.000728719,0.000728719
299,804.687,0.39517,0.32917,0.97637,0.98601,0.94534,0.97629,0.78309,0.6672,0.38747,1.54867,0.000726361,0.000726361,0.000726361
300,807.24,0.42871,0.34789,0.98327,0.97537,0.94374,0.97614,0.77446,0.69432,0.40782,1.54841,0.000724003,0.000724003,0.000724003
301,809.881,0.42182,0.3503,0.98921,0.9804,0.93927,0.97592,0.77874,0.67799,0.44189,1.51487,0.000721645,0.000721645,0.000721645
302,812.541,0.39771,0.33745,0.98222,0.98144,0.93737,0.97267,0.77357,0.684,0.45607,1.52318,0.000719287,0.000719287,0.000719287
303,815.099,0.39186,0.34431,0.97011,0.98796,0.9446,0.97574,0.77082,0.66447,0.37723,1.5132,0.000716929,0.000716929,0.000716929
304,817.655,0.39112,0.35447,0.96095,0.99103,0.96169,0.97565,0.74678,0.68717,0.35136,1.55766,0.000714571,0.000714571,0.000714571
305,820.306,0.42075,0.34835,0.98019,0.99615,0.97778,0.97577,0.74307,0.71919,0.33585,1.59682,0.000712214,0.000712214,0.000712214
306,822.875,0.39279,0.34885,0.98108,0.99592,0.97778,0.97605,0.75617,0.72116,0.33986,1.60162,0.000709856,0.000709856,0.000709856
307,825.517,0.40204,0.33902,0.97959,0.99615,0.97778,0.97686,0.76319,0.72126,0.30316,1.62964,0.000707498,0.000707498,0.000707498
308,828.038,0.37119,0.31628,0.97084,0.99654,0.97778,0.978,0.76402,0.70161,0.28241,1.6287,0.00070514,0.00070514,0.00070514
309,830.678,0.39637,0.33102,0.96358,0.99634,0.97778,0.97745,0.75979,0.6984,0.29532,1.62676,0.000702782,0.000702782,0.000702782
310,833.277,0.39557,0.35829,0.97744,0.99547,0.97778,0.97777,0.7588,0.7099,0.32727,1.61278,0.000700424,0.000700424,0.000700424
311,835.912,0.3884,0.34753,0.98984,0.99444,0.97778,0.97777,0.75521,0.67857,0.35488,1.57459,0.000698066,0.000698066,0.000698066
312,838.553,0.39264,0.34095,0.98467,0.99478,0.97778,0.98007,0.7597,0.67787,0.34556,1.57727,0.000695709,0.000695709,0.000695709
313,841.151,0.4053,0.34833,0.98518,0.99547,0.97778,0.97842,0.74757,0.69011,0.33423,1.5921,0.000693351,0.000693351,0.000693351
314,843.729,0.43111,0.37476,0.98253,0.99652,0.97778,0.97643,0.74094,0.72866,0.33206,1.61731,0.000690993,0.000690993,0.000690993
315,846.354,0.42249,0.36873,0.98415,0.99697,0.97778,0.97624,0.75219,0.71342,0.37259,1.60854,0.000688635,0.000688635,0.000688635
316,848.933,0.39442,0.3367,0.96653,0.99704,0.97778,0.97628,0.76911,0.70273,0.36104,1.61011,0.000686277,0.000686277,0.000686277
317,851.512,0.39034,0.3391,0.96147,0.99694,0.97778,0.9765,0.77262,0.72154,0.35399,1.62031,0.000683919,0.000683919,0.000683919
318,854.112,0.41123,0.3587,1.0047,0.99675,0.97778,0.97716,0.77006,0.71747,0.36277,1.61457,0.000681562,0.000681562,0.000681562
319,856.714,0.39759,0.32667,0.9585,0.99655,0.97778,0.9799,0.77728,0.72356,0.38954,1.62821,0.000679204,0.000679204,0.000679204
320,859.313,0.39388,0.34054,0.98546,0.99623,0.97778,0.98007,0.78538,0.75378,0.42247,1.65382,0.000676846,0.000676846,0.000676846
321,861.811,0.40078,0.35876,0.98082,0.99547,0.97778,0.97834,0.78635,0.74379,0.42083,1.66947,0.000674488,0.000674488,0.000674488
322,864.478,0.4066,0.33283,0.99355,0.99614,0.97778,0.97704,0.77632,0.72932,0.38026,1.66625,0.00067213,0.00067213,0.00067213
323,867.073,0.39191,0.34374,0.96297,0.99564,0.97778,0.97688,0.76475,0.72727,0.35056,1.65831,0.000669772,0.000669772,0.000669772
324,869.645,0.38582,0.34097,0.96166,0.99568,0.97778,0.97688,0.75895,0.74995,0.35998,1.6836,0.000667414,0.000667414,0.000667414
325,872.257,0.40521,0.34676,0.98797,0.9957,0.97778,0.97691,0.76789,0.75716,0.34137,1.69421,0.000665057,0.000665057,0.000665057
326,874.788,0.39398,0.33702,0.98726,0.99596,0.97778,0.97673,0.77267,0.75996,0.33424,1.69015,0.000662699,0.000662699,0.000662699
327,877.328,0.41356,0.35385,1.00402,0.99639,0.97778,0.97719,0.76993,0.77669,0.32544,1.69548,0.000660341,0.000660341,0.000660341
328,880,0.36246,0.32645,0.95731,0.99689,0.97778,0.9782,0.75559,0.79872,0.33813,1.71304,0.000657983,0.000657983,0.000657983
329,882.636,0.41319,0.33863,0.99331,0.99704,0.97778,0.97716,0.74965,0.79326,0.33667,1.71138,0.000655625,0.000655625,0.000655625
330,885.241,0.34613,0.32357,0.95894,0.9969,0.97778,0.97741,0.74299,0.76773,0.3513,1.69771,0.000653267,0.000653267,0.000653267
331,887.837,0.36429,0.3257,0.96086,0.99709,0.97778,0.97737,0.74838,0.74233,0.35225,1.6912,0.000650909,0.000650909,0.000650909
332,890.477,0.39972,0.35443,0.98717,0.99655,0.97778,0.9792,0.7612,0.72336,0.35784,1.65117,0.000648552,0.000648552,0.000648552
333,893.142,0.35466,0.31126,0.94911,0.9963,0.97778,0.97741,0.78684,0.70405,0.36809,1.59867,0.000646194,0.000646194,0.000646194
334,895.745,0.37712,0.32456,0.9576,0.99646,0.97778,0.97749,0.77963,0.69486,0.38165,1.61647,0.000643836,0.000643836,0.000643836
335,898.337,0.40976,0.33308,0.99686,0.99707,0.97778,0.97696,0.77592,0.69211,0.33942,1.61949,0.000641478,0.000641478,0.000641478
336,900.91,0.38224,0.32515,0.96786,0.99708,0.97778,0.97656,0.77169,0.68937,0.32247,1.60871,0.00063912,0.00063912,0.00063912
337,903.56,0.37721,0.32709,0.97368,0.99715,0.97778,0.9766,0.76976,0.67726,0.32222,1.58386,0.000636762,0.000636762,0.000636762
338,906.172,0.37673,0.32101,0.95393,0.99692,0.97778,0.9773,0.77977,0.67036,0.32144,1.57271,0.000634405,0.000634405,0.000634405
339,908.775,0.37349,0.30379,0.95017,0.99682,0.97778,0.97945,0.77699,0.67235,0.35608,1.57751,0.000632047,0.000632047,0.000632047
340,911.403,0.37979,0.32442,0.96688,0.997,0.97778,0.97908,0.76158,0.67261,0.3754,1.57906,0.000629689,0.000629689,0.000629689
341,913.967,0.38519,0.33055,0.96196,0.99704,0.97778,0.98139,0.75487,0.66878,0.39563,1.57205,0.000627331,0.000627331,0.000627331
342,916.602,0.3625,0.32614,0.96569,0.9968,0.97778,0.98113,0.76776,0.67646,0.38253,1.60019,0.000624973,0.000624973,0.000624973
343,919.217,0.37942,0.31899,0.96059,0.9968,0.97778,0.98044,0.7695,0.67421,0.37701,1.59085,0.000622615,0.000622615,0.000622615
